ee_addr	size	class	cov_status	cov_source	cov_fuzzy	ppc_addr	mangled	demangled	decl_file	conf
00141988	112	branchy	near	m2c	73.89	0008ec84	_ZN2dk11OctCollFile13createPolygonERKNS_11CollPolygonERNS_7PolygonE	dk::OctCollFile::createPolygon(dk::CollPolygon const&, dk::Polygon&)		sim-med
00159130	112	float	near	lift	73.13	00075bb8	_ZN2dk14ReactionCamera6createEPKN2YS6TARGETE	dk::ReactionCamera::create(YS::TARGET const*)		high
0017c030	112	float	near	m2c	67.78	004cfdfc	_ZN2YS11ACTION_IDLE4JumpEPNS_3OBJERib	YS::ACTION_IDLE::Jump(YS::OBJ*, int&, bool)		sim-low
00184478	112	float	near	m2c	97.68	00470c50	_ZN2YS3OBJ11is_moved_xzEv	YS::OBJ::is_moved_xz()		sim-low
001a3958	112	loop	near	ghidra	51.19	00280130	_ZN7OvlShop8ItemShop12GetStockItemEv	OvlShop::ItemShop::GetStockItem()		sim-med
001a6ae8	112	loop	near	lift	91.07	004aad78	_ZN2YS8TEAMWORK6EnsureEv	YS::TEAMWORK::Ensure()		sim-med
001acfb0	112	branchy	near	ghidra	62.96	004bd254	_ZN2YS11WINDOW_BASE8set_typeEi	YS::WINDOW_BASE::set_type(int)		high
001b27f0	112	float	near	m2c	52.23	004c8778	_ZN2YS13ACTION_CARPET10party_jumpEPNS_3OBJEb	YS::ACTION_CARPET::party_jump(YS::OBJ*, bool)		sim-high
001b9d40	112	branchy	near	m2c	89.29	0046e29c	_ZN2YS3OBJ11can_controlEv	YS::OBJ::can_control()		high
001d7b10	112	loop	near	lift	92.93	004a320c	_ZN2YS4STOP5startEif	YS::STOP::start(int, float)		sim-med
002256c8	112	branchy	near	lift	91.54	002c14b0	_ZN2sa5EVENT13read_bgm_dataERNS_12BIN_BGM_DATAEP4TASK	sa::EVENT::read_bgm_data(sa::BIN_BGM_DATA&, TASK*)		med
0028ae28	112	straight	near	lift	69.86	00382a44	_ZN2Tz6Select6isLoopEi	Tz::Select::isLoop(int)		sim-low
00293668	112	loop	near	m2c	80.79	0038abe4	_ZN2Tz9ChgWeapon7isExistEv	Tz::ChgWeapon::isExist()		med
002a6878	112	branchy	near	m2c	67.53	0032dfd0	_ZN2Tz8JmBattle8SelCheckEi	Tz::JmBattle::SelCheck(int)		med
002bcbf0	112	straight	near	lift	93.69	0013e234	_ZN7SE_BANK17getBackGroundBankEiRiS0_	SE_BANK::getBackGroundBank(int, int&, int&)		sim-med
002d25f0	112	loop	near	lift	99.46	006447f0	_ZN2Ti9MGOarashi13task_pre_execEP4TASK	Ti::MGOarashi::task_pre_exec(TASK*)		sim-med
002d49c0	112	float	near	m2c	58.18	0064a664	_ZN2Ti15MGOarashiPlayerC1EPKN2YS8OBJENTRYEPNS1_3PADERKN2kn7FVectorEf	Ti::MGOarashiPlayer::MGOarashiPlayer(YS::OBJENTRY const*, YS::PAD*, kn::FVector const&, float)		sim-med
002e95a0	112	float	near	m2c	46.03	0062ae28	_ZN2Ts5FLARE10set_radiusEff	Ts::FLARE::set_radius(float, float)		sim-med
002ed830	112	float	near	lift	88.18	00629940	_ZN2Ts19TRINITY_SHOT_EFFECT11PhaseEnsureEPN2YS10MASSEFFECTE	Ts::TRINITY_SHOT_EFFECT::PhaseEnsure(YS::MASSEFFECT*)		sim-med
002f0640	112	float	near	m2c	49.59	0060de88	_ZN2kn24ACTION_CHICKENLITTLE_FPS10party_jumpEPN2YS3OBJEb	kn::ACTION_CHICKENLITTLE_FPS::party_jump(YS::OBJ*, bool)		sim-high
0031cf18	112	straight	near	lift	99.64	006a88e8	_ZN2dk4FACED0Ev	dk::FACE::~FACE()		sim-vt-high
0011b038	108	float	near	m2c	68.04	00132cf8	_ZN2kn13ChickenLittle8exec_fpsEv	kn::ChickenLittle::exec_fps()		med
0013b9e0	108	branchy	near	ghidra	82.22	0004ca80	_ZN2dk12COMMAND_DRAW11getTitleSeqEiiRbiRiS2_	dk::COMMAND_DRAW::getTitleSeq(int, int, bool&, int, int&, int&)		sim-low
0014ba90	108	straight	near	ghidra	95.63	000769fc	_ZN2dk8RectScisC1Ev	dk::RectScis::RectScis()		sim-med
00157990	108	branchy	near	m2c	82.33	000a2ab8	_ZN2dk12GAUGE_PLAYER10checkHPoldEv	dk::GAUGE_PLAYER::checkHPold()		med
00160f10	108	loop	near	lift	66.96	0008a964	_ZN2dk5BgObj19initMotionTimeGroupEj	dk::BgObj::initMotionTimeGroup(unsigned int)		sim-low
0016d5d0	108	float	near	lift	89.04	004b7318	_ZN2YS16trap_vector_rotyEP8BD_VALUE	YS::trap_vector_roty(BD_VALUE*)		sim-med
00173348	108	branchy	near	lift	89.04	005033b8	_ZN2YS18trap_bg_get_normalEP8BD_VALUE	YS::trap_bg_get_normal(BD_VALUE*)		med
001918c8	108	branchy	near	ghidra	84.45	004a0ea8	_ZN2YS6STATUS15CheckBattleModeEv	YS::STATUS::CheckBattleMode()		med
001945a0	108	float	near	lift	39.70	00469bc8	_ZN2YS3OBJ15set_parts_colorEjjf	YS::OBJ::set_parts_color(unsigned int, unsigned int, float)		sim-med
001947c0	108	branchy	near	m2c	65.50	00405d70	_ZN2YS8AREAINFO3GetEii	YS::AREAINFO::Get(int, int)		med
00198690	108	loop	near	ghidra	82.76	004a1cc8	_ZN2YS6STDOBJ14_OVR_post_execEv	YS::STDOBJ::_OVR_post_exec()		med
00198738	108	branchy	near	lift	92.43	004a21f8	_ZN2YS6STDOBJ15get_camera_dataEPKc	YS::STDOBJ::get_camera_data(char const*)		sim-med
00199548	108	loop	near	lift	84.41	0049b9cc	_ZN2YS6SIGNAL4InitEv	YS::SIGNAL::Init()		sim-med
001a4060	108	loop	near	m2c	96.43	0040b0b8	_ZN2YS10ATTACK_OBJD0Ev	YS::ATTACK_OBJ::~ATTACK_OBJ()		sim-med
001a67e0	108	loop	near	lift	82.59	00447a0c	_ZN2YS5MAGIC6DeleteEPS0_	YS::MAGIC::Delete(YS::MAGIC*)		sim-high
001a6bc8	108	straight	near	lift	96.96	004e7ce0	_ZN2YS8FIELDOBJC1EPKNS_8OBJENTRYERKN2kn7FVectorEf	YS::FIELDOBJ::FIELDOBJ(YS::OBJENTRY const*, kn::FVector const&, float)		sim-high
001b0728	108	float	near	m2c	55.07	004451f8	_ZN2YS6LOOKAT5startERKN2kn7FVectorEfj	YS::LOOKAT::start(kn::FVector const&, float, unsigned int)		sim-med
001b0858	108	float	near	m2c	74.78	00445390	_ZN2YS6LOOKAT9start_dirERKN2kn7FVectorEfj	YS::LOOKAT::start_dir(kn::FVector const&, float, unsigned int)		med
001b1360	108	loop	near	ghidra	76.27	00445d28	_ZN2YS6LOOKAT7ReplaceEPNS_3OBJES2_	YS::LOOKAT::Replace(YS::OBJ*, YS::OBJ*)		med
001b6070	108	branchy	near	m2c	95.56	00418bc4	_ZN2YS8CHANGEIN7CanExecEv	YS::CHANGEIN::CanExec()		high
001d59b0	108	loop	near	lift	88.07	004ed860	_ZN2YS9LINK_FLAG5CheckEv	YS::LINK_FLAG::Check()		sim-high
001d8f38	108	branchy	near	lift	93.18	00456334	_ZN2YS7MISSION14IsGaugeWarningEi	YS::MISSION::IsGaugeWarning(int)		seed
001dba18	108	loop	near	lift	85.89	004212bc	_ZN2YS8CROWDOBJ6SearchEPKNS_8OBJENTRYE	YS::CROWDOBJ::Search(YS::OBJENTRY const*)		sim-med
001dddd0	108	branchy	near	lift	75.07	002b4cf0	_ZN3ryj3PAX4initEPv	ryj::PAX::init(void*)		high
001e0230	108	loop	near	lift	73.74	002b7fe4	_ZN3ryj3PAX6RebindEPvS1_	ryj::PAX::Rebind(void*, void*)		med
00242c00	108	branchy	near	lift	82.78	00318e14	_ZN2Tz6Config19SetRightStickCameraEb	Tz::Config::SetRightStickCamera(bool)		sim-med
00263778	108	straight	near	ghidra	95.89	003a9798	_ZN2Tz6CmItem7UseItemEi	Tz::CmItem::UseItem(int)		med
002a4990	108	loop	near	lift	76.74	0035e338	_ZN2Tz10JmTreasure11Cur2WorldIdEi	Tz::JmTreasure::Cur2WorldId(int)		sim-med
002be4b0	108	branchy	near	m2c	94.04	003d9514	_ZN8worldmap8Libretto5flushEv	worldmap::Libretto::flush()		high
002c1860	108	float	near	m2c	96.07	00660b40	_ZN8worldmap10ActionWarp7controlEPN2YS3OBJE	worldmap::ActionWarp::control(YS::OBJ*)		sim-med
002c6420	108	float	near	lift	97.78	003eaa1c	_ZN8worldmap6Camera10initializeEv	worldmap::Camera::initialize()		sim-high
002dc140	108	branchy	near	m2c	47.59	0063da40	_ZN2Ti14MGHachimitsuPo10set_matrixERKN2kn7FMatrixE	Ti::MGHachimitsuPo::set_matrix(kn::FMatrix const&)		sim-med
002f0af0	108	branchy	near	lift	79.19	00612260	_ZN2kn25trap_friend_follow_playerEP8BD_VALUE	kn::trap_friend_follow_player(BD_VALUE*)		med
002f0b60	108	branchy	near	lift	79.19	006123b8	_ZN2kn24trap_friend_follow_enemyEP8BD_VALUE	kn::trap_friend_follow_enemy(BD_VALUE*)		med
0010f748	104	branchy	near	m2c	95.38	000e48a8	_ZN2kn6Friend13canItemActionEi	kn::Friend::canItemAction(int)		sim-high
00112d28	104	branchy	near	m2c	76.48	000ddd9c	_ZN2kn6Friend15is_active_enemyEPKN2YS3OBJE	kn::Friend::is_active_enemy(YS::OBJ const*)		med
001144e8	104	loop	near	lift	68.11	000e7c60	_ZN2kn17FriendPersonality11proc2ActionEMS0_FbPNS_12FriendActionEPN2YS6TARGETEPPvbE	kn::FriendPersonality::proc2Action(bool (kn::FriendPersonality::*)(kn::FriendAction*, YS::TARGET*, void**, bool))		med
0014cf18	104	straight	near	m2c	68.81	00081eec	_ZN2dk5Vsync13vSyncCallbackEi	dk::Vsync::vSyncCallback(int)		sim-low
0016c6e8	104	loop	near	ghidra	99.23	004625a8	_ZN2YS3OBJ10CountEntryEj	YS::OBJ::CountEntry(unsigned int)		seed
00173918	104	branchy	near	lift	97.23	005046f8	_ZN2YS18trap_obj_get_movedEP8BD_VALUE	YS::trap_obj_get_moved(BD_VALUE*)		sim-sandwich
0017c0a0	104	float	near	ghidra	68.96	004cfea8	_ZN2YS11ACTION_IDLE10party_jumpEPNS_3OBJEb	YS::ACTION_IDLE::party_jump(YS::OBJ*, bool)		sim-med
00182f38	104	loop	near	lift	90.38	004aef1c	_ZN2YS4UNIT12InitMinigameEv	YS::UNIT::InitMinigame()		high
0018f940	104	branchy	near	lift	88.62	004f47a4	_ZN2YS30trap_attack_get_reflect_vectorEP8BD_VALUE	YS::trap_attack_get_reflect_vector(BD_VALUE*)		med
0018fe80	104	branchy	near	lift	99.62	004f54e0	_ZN2YS27trap_limit_effect_start_posEP8BD_VALUE	YS::trap_limit_effect_start_pos(BD_VALUE*)		sim-med
00191a50	104	branchy	near	m2c	76.42	004a1194	_ZN2YS6STATUS13IsDisableZoneEv	YS::STATUS::IsDisableZone()		med
00196e98	104	branchy	near	e3	89.43	00427a50	_ZN2YS5EVENT17set_camera_targetEPNS_3OBJE	YS::EVENT::set_camera_target(YS::OBJ*)		high
0019c090	104	branchy	near	m2c	82.69	004653d0	_ZN2YS3OBJ7is_jumpEv	YS::OBJ::is_jump()		sim-low
001a81f0	104	loop	near	lift	87.50	004ab448	_ZN2YS8TREASURE5TABLE3GetEiii	YS::TREASURE::TABLE::Get(int, int, int)		med
001bf6a8	104	loop	near	lift	99.23	0048bcc4	_ZN2YS8PRIZEBOX8ClearAllEv	YS::PRIZEBOX::ClearAll()		med
001c18d0	104	branchy	near	lift	93.70	00448630	_ZN2YS10MASSEFFECT4execEv	YS::MASSEFFECT::exec()		sim-med
001dbad0	104	branchy	near	lift	99.00	004211d0	_ZN2YS8CROWDOBJ9_OVR_execEv	YS::CROWDOBJ::_OVR_exec()		sim-high
001dbcd0	104	float	near	lift	96.69	00420a20	_ZN2YS11CROWDEFFECT7PreExecEv	YS::CROWDEFFECT::PreExec()		sim-med
001dcb98	104	float	near	lift	91.73	002b2588	_ZN3ryj6EFFECT9set_colorERKN2YS5COLORE	ryj::EFFECT::set_color(YS::COLOR const&)		med
001dcc60	104	branchy	near	m2c	57.15	002b2674	_ZN3ryj6EFFECT7is_drawEv	ryj::EFFECT::is_draw()		med
001e7230	104	loop	near	ghidra	98.46	002af8ec	_Z11pppMemClearPvi	pppMemClear(void*, int)		sim-med
00220c88	104	straight	near	lift	81.62	005ced60	pppRyjMegaBirthModelDes	pppRyjMegaBirthModelDes		sim-low
0022b558	104	float	near	ghidra	82.70	002e4ab0	_ZN2sa14MUSICAL_TARGET5startEi	sa::MUSICAL_TARGET::start(int)		sim-high
00241850	104	branchy	near	ghidra	53.04	0036bf34	_ZN2Tz5MCard11SetSaveTimeEii	Tz::MCard::SetSaveTime(int, int)		sim-low
00243230	104	branchy	near	m2c	61.73	003861a4	_ZN2Tz7SubMenu6SetNewEii	Tz::SubMenu::SetNew(int, int)		med
00259350	104	branchy	near	ghidra	65.33	002eca84	_ZN2Tz6CmComm8DataLoadEi	Tz::CmComm::DataLoad(int)		high
002827f0	104	branchy	near	lift	94.11	00322e4c	_ZN2Tz8ItemInfo10MakeMsgTblEii	Tz::ItemInfo::MakeMsgTbl(int, int)		high
0028afd0	104	branchy	near	lift	69.04	00382c14	_ZN2Tz6Select12SetSelectTopEi	Tz::Select::SetSelectTop(int)		sim-med
0028dcc0	104	branchy	near	m2c	95.93	00376d60	_ZN2Tz8MenuUtil13SetSprtParentEPN2dk6SpriteES3_	Tz::MenuUtil::SetSprtParent(dk::Sprite*, dk::Sprite*)		high
002b7010	104	straight	near	e3	17.90	00386f74	_ZN2Tz8TimeDraw5LeaveEv	Tz::TimeDraw::Leave()		sim-low
002bebd0	104	float	near	lift	64.43	006602e8	_ZN8worldmap10ActionShip7controlEPN2YS3OBJE	worldmap::ActionShip::control(YS::OBJ*)		sim-high
002c22f0	104	loop	near	lift	87.69	003ec89c	_ZNK8worldmap3Key10getOpenNumEv	worldmap::Key::getOpenNum() const		sim-med
00170e80	100	loop	near	lift	79.20	00417ce4	_ZN2YS10CACHE_BUFF11GetFreeSizeEv	YS::CACHE_BUFF::GetFreeSize()		med
0017a418	100	branchy	near	lift	74.00	0047c250	_ZN2YS6PLAYER17set_command_phaseEi	YS::PLAYER::set_command_phase(int)		med
00182ab0	100	loop	near	ghidra	95.20	004aea68	_ZN2YS4UNIT11ReadRequestEv	YS::UNIT::ReadRequest()		med
0018bbf8	100	branchy	near	lift	99.60	004eff48	_ZN2YS3NPC20get_start_rtn_actionEv	YS::NPC::get_start_rtn_action()		med
0018f3a8	100	loop	near	ghidra	99.60	004f3a90	_ZN2YS24trap_enemy_count_damagerEP8BD_VALUE	YS::trap_enemy_count_damager(BD_VALUE*)		med
00197c28	100	branchy	near	m2c	66.20	00428230	_ZN2YS5EVENT15phase_wait_fadeEv	YS::EVENT::phase_wait_fade()		sim-med
001b3208	100	loop	near	lift	83.85	004729e0	_ZN2YS6OBJOCC7disableEi	YS::OBJOCC::disable(int)		seed
001d53e8	100	straight	near	m2c	60.57	00459308	_ZN2YS13MISSION_TABLE4InitEv	YS::MISSION_TABLE::Init()		high
001d87b8	100	branchy	near	e3	98.80	00455a28	_ZN2YS7MISSION8GetCountEi	YS::MISSION::GetCount(int)		seed
001d9320	100	branchy	near	e3	95.12	00456b30	_ZN2YS7MISSION19WarningComboCounterEi	YS::MISSION::WarningComboCounter(int)		seed
00230d78	100	loop	near	ghidra	72.60	002c2998	_ZN2sa5EVENT14set_camera_seqERNS_14BIN_CAMERA_SEQE	sa::EVENT::set_camera_seq(sa::BIN_CAMERA_SEQ&)		sim-low
00232db0	100	loop	near	lift	77.04	002cd190	_ZN2sa5EVENT17clearMotionCtrlWkEi	sa::EVENT::clearMotionCtrlWk(int)		high
002367c8	100	branchy	near	lift	89.00	000bac54	_ZN2YI5IMAGE13InitLoadImageEv	YI::IMAGE::InitLoadImage()		med
00239b50	100	loop	near	lift	86.80	000c2674	_ZN2YI8SEQUENCE11GetAllFrameEi	YI::SEQUENCE::GetAllFrame(int)		sim-med
0023ef50	100	loop	near	m2c	90.64	00366668	_ZN2Tz6Layout13SetImageCacheEv	Tz::Layout::SetImageCache()		high
00284e40	100	straight	near	lift	99.20	002ef738	_ZN2Tz6Ending10SoundSetupEv	Tz::Ending::SoundSetup()		high
0028e350	100	loop	near	lift	85.00	003788a8	_ZN2Tz8MultiSeqD1Ev	Tz::MultiSeq::~MultiSeq()		sim-high
00292eb0	100	branchy	near	ghidra	93.85	00387ea8	_ZN2Tz8UnitLoad12ReadCallbackEPvjS1_	Tz::UnitLoad::ReadCallback(void*, unsigned int, void*)		sim-low
002953c8	100	loop	near	lift	69.33	00363770	_ZN2Tz10JmWorldSel10GetId2InfoEi	Tz::JmWorldSel::GetId2Info(int)		high
002bc0f0	100	branchy	near	m2c	66.97	001395b4	_ZN5SOUND7allocSeEv	SOUND::allocSe()		med
002ec9d0	100	float	near	lift	90.88	0061fb78	_ZN2Ts21ACTION_SKATEBOARDEDGE4JumpEPN2YS3OBJERKN2kn7FVectorEi	Ts::ACTION_SKATEBOARDEDGE::Jump(YS::OBJ*, kn::FVector const&, int)		sim-high
002eca38	100	float	near	lift	90.52	0061fbf0	_ZN2Ts25ACTION_SKATEBOARDRIDEEDGE5startEPN2YS3OBJE	Ts::ACTION_SKATEBOARDRIDEEDGE::start(YS::OBJ*)		sim-high
002eda90	100	float	near	m2c	81.60	00622158	_ZN2Ts15SKATEBOARDSCORE9add_countEif	Ts::SKATEBOARDSCORE::add_count(int, float)		med
0013e3b0	96	branchy	near	lift	46.25	0005eb28	_ZN2dk6LockOn6setPosERKN2kn7FVectorE	dk::LockOn::setPos(kn::FVector const&)		high
00141010	96	float	near	ghidra	55.88	000672f0	_ZN2dk9ObjCamera16cancelSubjectiveEf	dk::ObjCamera::cancelSubjective(float)		high
00167c30	96	loop	near	ghidra	45.71	00474588	_ZN2YS7SOFTPAD7DisableEv	YS::SOFTPAD::Disable()		sim-low
0016a158	96	straight	near	lift	91.67	0045fa00	_ZN2YS3OBJ15_OVR_initializeEv	YS::OBJ::_OVR_initialize()		med
0016b740	96	loop	near	m2c	88.52	00460684	_ZN2YS3OBJ13SearchByEntryEj	YS::OBJ::SearchByEntry(unsigned int)		med
00171fa8	96	branchy	near	ghidra	21.83	004fd224	_ZN2YS13trap_obj_hookEP8BD_VALUE	YS::trap_obj_hook(BD_VALUE*)		med
00173f08	96	float	near	lift	85.00	00506e50	_ZN2YS17trap_obj_step_posEP8BD_VALUE	YS::trap_obj_step_pos(BD_VALUE*)		sim-high
00179b68	96	branchy	near	ghidra	65.25	0047d288	_ZN2YS6PLAYER12_OVR_is_starEv	YS::PLAYER::_OVR_is_star()		sim-med
00188670	96	loop	near	lift	88.00	004015d8	_ZN2YS3ACT4InitEv	YS::ACT::Init()		med
0018a100	96	loop	near	e3	96.67	0041a2bc	_ZN2YS14COLLISION_DATA9next_elemEiPKNS_14COLLISION_ELEME	YS::COLLISION_DATA::next_elem(int, YS::COLLISION_ELEM const*)		med
0018a1b8	96	loop	near	e3	80.80	0041a32c	_ZN2YS14COLLISION_DATA6selectEjPKNS_14COLLISION_ELEME	YS::COLLISION_DATA::select(unsigned int, YS::COLLISION_ELEM const*)		med
00196328	96	straight	near	ghidra	76.92	004bf7f4	_ZN2YS10WORLDPOINT7GetAreaEi	YS::WORLDPOINT::GetArea(int)		sim-low
001c70e8	96	float	near	lift	43.75	0048d93c	_ZN2YS11PRIZEEFFECT4InitEv	YS::PRIZEEFFECT::Init()		med
001cd4c0	96	branchy	near	m2c	89.29	0041e374	_ZN2YS8CONTINUE4SaveEv	YS::CONTINUE::Save()		sim-low
001ce668	96	float	near	ghidra	26.62	004db8c0	_Z8BdCallVMP11_BD_PROCESSiP8BD_VALUEi	BdCallVM(_BD_PROCESS*, int, BD_VALUE*, int)		sim-low
001d5d20	96	loop	near	ghidra	74.29	0042ff98	_ZN2YS10FORM_LEVEL12GetSummonExpEv	YS::FORM_LEVEL::GetSummonExp()		sim-med
001d6ec8	96	loop	near	lift	77.88	004a5c28	_ZN2YS12SUMMON_LEVEL6GetMaxEv	YS::SUMMON_LEVEL::GetMax()		sim-med
001e3898	96	loop	near	m2c	99.71	002ad35c	_Z10pppMoveDpdPci	pppMoveDpd(char*, int)		sim-low
001f4e18	96	straight	near	m2c	82.58	005b4b40	pppKeThCon	pppKeThCon		sim-med
0022efb8	96	branchy	near	m2c	87.50	002d2f10	_ZN2sa5EVENT13set_alpha_seqERNS_13BIN_ALPHA_SEQEP4TASK	sa::EVENT::set_alpha_seq(sa::BIN_ALPHA_SEQ&, TASK*)		high
002413f0	96	loop	near	lift	96.00	0036b388	_ZN2Tz5MCard10GetLoadPosEv	Tz::MCard::GetLoadPos()		med
00259510	96	loop	near	lift	41.83	002ecd68	_ZN2Tz6CmComm10GetPadIconEi	Tz::CmComm::GetPadIcon(int)		med
002671e8	96	loop	near	ghidra	65.62	003b1b84	_ZN2Tz6CmStat14Cur2HelpSelPosEi	Tz::CmStat::Cur2HelpSelPos(int)		sim-low
002799b0	96	loop	near	lift	72.50	0038e66c	_ZN2Tz9CmAbility11CalcEquipApEv	Tz::CmAbility::CalcEquipAp()		med
0028d068	96	loop	near	lift	96.04	00371800	_ZN2Tz10MenuCursor6SetPriEii	Tz::MenuCursor::SetPri(int, int)		sim-sandwich
00294208	96	loop	near	m2c	88.12	00340b30	_ZN2Tz6JmInfo11GetStoryLogEiRiS1_	Tz::JmInfo::GetStoryLog(int, int&, int&)		sim-med
002b73ac	96	straight	compile	stub	0.00	00388408	_ZN2Tz8UnitLoad14DeleteEntryAllEv	Tz::UnitLoad::DeleteEntryAll()		sim-low
002bf978	96	loop	near	lift	99.38	003de060	_ZN8worldmap6Symbol16appearEpisodeAllEv	worldmap::Symbol::appearEpisodeAll()		sim-low
002c1ae8	96	straight	near	lift	74.96	003ebf20	_ZN8worldmap4Gumi15_OVR_initializeEv	worldmap::Gumi::_OVR_initialize()		sim-high
002cf938	96	loop	near	ghidra	87.80	0064c96c	_ZN2Ti5MGObj17reset_all_membersEb	Ti::MGObj::reset_all_members(bool)		high
002dd730	96	float	near	lift	66.25	00642c58	_ZN2Ti12MGJumpPlayer15_OVR_initializeEv	Ti::MGJumpPlayer::_OVR_initialize()		sim-high
002e3b88	96	branchy	near	lift	87.67	0065a730	_ZN2Ti23trap_get_path_point_posEP8BD_VALUE	Ti::trap_get_path_point_pos(BD_VALUE*)		sim-low
00143470	92	straight	near	lift	50.87	0006e730	_ZN2dk6Octree14getDanglePointERN2kn7FVectorERNS_6AabboxES3_S3_S3_S3_Pt	dk::Octree::getDanglePoint(kn::FVector&, dk::Aabbox&, kn::FVector&, kn::FVector&, kn::FVector&, kn::FVector&, unsigned short*)		sim-low
00171c60	92	branchy	near	lift	85.38	004fbdd0	_ZN2YS15trap_obj_attachEP8BD_VALUE	YS::trap_obj_attach(BD_VALUE*)		sim-med
00172928	92	float	near	ghidra	94.13	00500eec	_ZN2YS23trap_obj_set_random_posEP8BD_VALUE	YS::trap_obj_set_random_pos(BD_VALUE*)		med
001735b0	92	float	near	lift	87.13	005037ac	_ZN2YS26trap_bg_get_random_pos_airEP8BD_VALUE	YS::trap_bg_get_random_pos_air(BD_VALUE*)		med
001907e0	92	straight	near	lift	84.08	004a9dd8	_ZN2YS6TARGET3dupEv	YS::TARGET::dup()		seed
0019ae60	92	branchy	near	lift	92.00	004b0984	_ZN2YS10UNIT_GROUP7levelupEv	YS::UNIT_GROUP::levelup()		sim-med
0019c0f8	92	branchy	near	m2c	87.25	00465670	_ZN2YS3OBJ8can_landEv	YS::OBJ::can_land()		sim-low
001aa7f0	92	straight	near	m2c	91.30	0044ef04	_ZN2YS11MESSAGEDRAW3ENVC1EPKNS_4FONTE	YS::MESSAGEDRAW::ENV::ENV(YS::FONT const*)		sim-med
001ad098	92	float	near	ghidra	80.00	004bd3e8	_ZN2YS14WINDOW_BALLOONC1Eii	YS::WINDOW_BALLOON::WINDOW_BALLOON(int, int)		sim-med
001b9bc8	92	loop	near	e3	96.87	0046dac0	_ZN2YS3OBJ4EachEPS0_	YS::OBJ::Each(YS::OBJ*)		high
001be4e0	92	straight	near	ghidra	64.07	0042bcd8	_ZN2YS13FIELD_COMMAND8set_sideEi	YS::FIELD_COMMAND::set_side(int)		med
001c8b48	92	branchy	near	ghidra	87.00	004a50b8	_ZN2YS6SUMMON11IsTinkExistEv	YS::SUMMON::IsTinkExist()		seed
001d9148	92	branchy	near	e3	98.26	004568f0	_ZN2YS7MISSION18GetMaxComboCounterEi	YS::MISSION::GetMaxComboCounter(int)		high
001d9228	92	branchy	near	e3	98.26	00456974	_ZN2YS7MISSION15GetComboCounterEi	YS::MISSION::GetComboCounter(int)		high
001d9dd0	92	loop	near	lift	86.52	0043a058	_ZN2YS6JIGSAW8GetTableEiii	YS::JIGSAW::GetTable(int, int, int)		sim-med
001dbb38	92	loop	near	ghidra	56.26	004213f0	_ZN2YS8CROWDOBJ13LeaveSomebodyEv	YS::CROWDOBJ::LeaveSomebody()		sim-med
001e6688	92	straight	near	lift	48.30	002ae018	_Z16pppPartDrawReadyv	pppPartDrawReady()		med
00239eb8	92	float	near	m2c	57.65	000c2c00	_ZN2YI8SEQUENCE8SetScaleEf	YI::SEQUENCE::SetScale(float)		med
00239f18	92	float	near	lift	79.38	000c2c50	_ZN2YI8SEQUENCE9SetScaleXEf	YI::SEQUENCE::SetScaleX(float)		high
0023f5b8	92	branchy	near	lift	81.65	00365360	_ZN2Tz6LayMsg6setMsgEii	Tz::LayMsg::setMsg(int, int)		sim-low
00261ce8	92	straight	near	lift	88.70	003a87f0	_ZN2Tz6CmItem12GetEquipListEi	Tz::CmItem::GetEquipList(int)		med
002812e0	92	loop	near	m2c	85.61	0037b9ac	_ZN2Tz9PartyInfo14isIllegalWorldEv	Tz::PartyInfo::isIllegalWorld()		sim-med
00287f30	92	loop	near	lift	94.62	0036d568	_ZN2Tz8MenuBase11SavePadExitEv	Tz::MenuBase::SavePadExit()		med
0028d008	92	branchy	near	lift	93.33	00371708	_ZN2Tz10MenuCursor7isExistEi	Tz::MenuCursor::isExist(int)		sim-sandwich
00293148	92	loop	near	ghidra	70.78	003890f0	_ZN2Tz8UnitLoad7GetAddrEi	Tz::UnitLoad::GetAddr(int)		med
002a0168	92	branchy	near	lift	80.00	0032c21c	_ZN2Tz7JmAnsem10DrawUpdateEPNS_6SelectEii	Tz::JmAnsem::DrawUpdate(Tz::Select*, int, int)		med
002a6308	92	branchy	near	lift	80.00	0032f418	_ZN2Tz8JmBattle10DrawUpdateEPNS_6SelectEii	Tz::JmBattle::DrawUpdate(Tz::Select*, int, int)		med
002ceef8	92	straight	near	lift	48.61	006504f0	_ZN2Ti8MiniGame14obj_is_visibleEPN2YS3OBJE	Ti::MiniGame::obj_is_visible(YS::OBJ*)		sim-med
002dd448	92	branchy	near	ghidra	84.00	006402b0	_ZN2Ti6MGJump12on_get_prizeEii	Ti::MGJump::on_get_prize(int, int)		sim-med
002e3a18	92	branchy	near	lift	87.13	0065a02c	_ZN2Ti25trap_get_path_current_posEP8BD_VALUE	Ti::trap_get_path_current_pos(BD_VALUE*)		med
002e3a78	92	branchy	near	lift	87.13	0065a17c	_ZN2Ti25trap_get_path_current_dirEP8BD_VALUE	Ti::trap_get_path_current_dir(BD_VALUE*)		med
002e3ce8	92	branchy	near	lift	98.00	0065b190	_ZN2Ti29trap_get_path_first_point_posEP8BD_VALUE	Ti::trap_get_path_first_point_pos(BD_VALUE*)		med
002e3d48	92	branchy	near	lift	98.00	0065b340	_ZN2Ti28trap_get_path_last_point_posEP8BD_VALUE	Ti::trap_get_path_last_point_pos(BD_VALUE*)		med
